question_ref,prep_test,section_number,section_label,question_number,question_label,module_id,section_id,source_item_id
PT 61 · S4 (RC) · Q21,PT 61,4,S4,21,Q21,LSAC061,RC:86,20821-04
PT 61 · S4 (RC) · Q22,PT 61,4,S4,22,Q22,LSAC061,RC:86,20821-08
PT 61 · S4 (RC) · Q23,PT 61,4,S4,23,Q23,LSAC061,RC:86,20821-10
PT 61 · S4 (RC) · Q24,PT 61,4,S4,24,Q24,LSAC061,RC:86,20821-02
PT 61 · S4 (RC) · Q25,PT 61,4,S4,25,Q25,LSAC061,RC:86,20821-06
PT 61 · S4 (RC) · Q26,PT 61,4,S4,26,Q26,LSAC061,RC:86,20821-05
PT 61 · S4 (RC) · Q27,PT 61,4,S4,27,Q27,LSAC061,RC:86,20821-11
PT 62 · S1 · Q1,PT 62,1,S1,1,Q1,LSAC062,AR:85,23697-01
PT 62 · S1 · Q2,PT 62,1,S1,2,Q2,LSAC062,AR:85,23697-09
PT 62 · S1 · Q3,PT 62,1,S1,3,Q3,LSAC062,AR:85,23697-03
PT 62 · S1 · Q4,PT 62,1,S1,4,Q4,LSAC062,AR:85,23697-04
PT 62 · S1 · Q5,PT 62,1,S1,5,Q5,LSAC062,AR:85,23697-08
PT 62 · S1 · Q6,PT 62,1,S1,6,Q6,LSAC062,AR:85,23697-11
PT 62 · S1 · Q7,PT 62,1,S1,7,Q7,LSAC062,AR:85,21827-01
PT 62 · S1 · Q8,PT 62,1,S1,8,Q8,LSAC062,AR:85,21827-04
PT 62 · S1 · Q9,PT 62,1,S1,9,Q9,LSAC062,AR:85,21827-10
PT 62 · S1 · Q10,PT 62,1,S1,10,Q10,LSAC062,AR:85,21827-06
PT 62 · S1 · Q11,PT 62,1,S1,11,Q11,LSAC062,AR:85,21827-07
PT 62 · S1 · Q12,PT 62,1,S1,12,Q12,LSAC062,AR:85,21827-02
PT 62 · S1 · Q13,PT 62,1,S1,13,Q13,LSAC062,AR:85,21827-09
PT 62 · S1 · Q14,PT 62,1,S1,14,Q14,LSAC062,AR:85,16551-02
PT 62 · S1 · Q15,PT 62,1,S1,15,Q15,LSAC062,AR:85,16551-11
PT 62 · S1 · Q16,PT 62,1,S1,16,Q16,LSAC062,AR:85,16551-04
PT 62 · S1 · Q17,PT 62,1,S1,17,Q17,LSAC062,AR:85,16551-08
PT 62 · S1 · Q18,PT 62,1,S1,18,Q18,LSAC062,AR:85,16551-12
PT 62 · S1 · Q19,PT 62,1,S1,19,Q19,LSAC062,AR:85,21823-01
PT 62 · S1 · Q20,PT 62,1,S1,20,Q20,LSAC062,AR:85,21823-07
PT 62 · S1 · Q21,PT 62,1,S1,21,Q21,LSAC062,AR:85,21823-10
PT 62 · S1 · Q22,PT 62,1,S1,22,Q22,LSAC062,AR:85,21823-05
PT 62 · S1 · Q23,PT 62,1,S1,23,Q23,LSAC062,AR:85,21823-04
PT 62 · S2 · Q1,PT 62,2,S2,1,Q1,LSAC062,LB:85,17852-10
PT 62 · S2 · Q2,PT 62,2,S2,2,Q2,LSAC062,LB:85,10840-03
PT 62 · S2 · Q3,PT 62,2,S2,3,Q3,LSAC062,LB:85,18970-11
PT 62 · S2 · Q4,PT 62,2,S2,4,Q4,LSAC062,LB:85,16859-03
PT 62 · S2 · Q5,PT 62,2,S2,5,Q5,LSAC062,LB:85,17304-03
PT 62 · S2 · Q6,PT 62,2,S2,6,Q6,LSAC062,LB:85,15974-03
PT 62 · S2 · Q7,PT 62,2,S2,7,Q7,LSAC062,LB:85,16478-10
PT 62 · S2 · Q8,PT 62,2,S2,8,Q8,LSAC062,LB:85,10917-02
PT 62 · S2 · Q9,PT 62,2,S2,9,Q9,LSAC062,LB:85,17851-04
PT 62 · S2 · Q10,PT 62,2,S2,10,Q10,LSAC062,LB:85,15171-07
PT 62 · S2 · Q11,PT 62,2,S2,11,Q11,LSAC062,LB:85,17706-04
PT 62 · S2 · Q12,PT 62,2,S2,12,Q12,LSAC062,LB:85,12722-04
PT 62 · S2 · Q13,PT 62,2,S2,13,Q13,LSAC062,LB:85,15105-06
PT 62 · S2 · Q14,PT 62,2,S2,14,Q14,LSAC062,LB:85,A9136-01
PT 62 · S2 · Q15,PT 62,2,S2,15,Q15,LSAC062,LB:85,18839-01
PT 62 · S2 · Q16,PT 62,2,S2,16,Q16,LSAC062,LB:85,14954-08
PT 62 · S2 · Q17,PT 62,2,S2,17,Q17,LSAC062,LB:85,13052-07
PT 62 · S2 · Q18,PT 62,2,S2,18,Q18,LSAC062,LB:85,18696-06
PT 62 · S2 · Q19,PT 62,2,S2,19,Q19,LSAC062,LB:85,18157-03
PT 62 · S2 · Q20,PT 62,2,S2,20,Q20,LSAC062,LB:85,17889-02
PT 62 · S2 · Q21,PT 62,2,S2,21,Q21,LSAC062,LB:85,I00-234A
PT 62 · S2 · Q22,PT 62,2,S2,22,Q22,LSAC062,LB:85,J00A-112
PT 62 · S2 · Q23,PT 62,2,S2,23,Q23,LSAC062,LB:85,18650-02
PT 62 · S2 · Q24,PT 62,2,S2,24,Q24,LSAC062,LB:85,12947-01
PT 62 · S2 · Q25,PT 62,2,S2,25,Q25,LSAC062,LB:85,15970-04
PT 62 · S2 · Q26,PT 62,2,S2,26,Q26,LSAC062,LB:85,10833-11
PT 62 · S3 · Q1,PT 62,3,S3,1,Q1,LSAC062,LB:96,17057-02
PT 62 · S3 · Q2,PT 62,3,S3,2,Q2,LSAC062,LB:96,LM245-01
PT 62 · S3 · Q3,PT 62,3,S3,3,Q3,LSAC062,LB:96,A5076-01
PT 62 · S3 · Q4,PT 62,3,S3,4,Q4,LSAC062,LB:96,LM157-01
PT 62 · S3 · Q5,PT 62,3,S3,5,Q5,LSAC062,LB:96,G1005-01
PT 62 · S3 · Q6,PT 62,3,S3,6,Q6,LSAC062,LB:96,15556-01
PT 62 · S3 · Q7,PT 62,3,S3,7,Q7,LSAC062,LB:96,08383-04
PT 62 · S3 · Q8,PT 62,3,S3,8,Q8,LSAC062,LB:96,19645-10
PT 62 · S3 · Q9,PT 62,3,S3,9,Q9,LSAC062,LB:96,15175-05
PT 62 · S3 · Q10,PT 62,3,S3,10,Q10,LSAC062,LB:96,20284-02
PT 62 · S3 · Q11,PT 62,3,S3,11,Q11,LSAC062,LB:96,15555-04
PT 62 · S3 · Q12,PT 62,3,S3,12,Q12,LSAC062,LB:96,E7767-01
PT 62 · S3 · Q13,PT 62,3,S3,13,Q13,LSAC062,LB:96,10109-05
PT 62 · S3 · Q14,PT 62,3,S3,14,Q14,LSAC062,LB:96,14406-01
PT 62 · S3 · Q15,PT 62,3,S3,15,Q15,LSAC062,LB:96,13428-06
PT 62 · S3 · Q16,PT 62,3,S3,16,Q16,LSAC062,LB:96,17606-10
PT 62 · S3 · Q17,PT 62,3,S3,17,Q17,LSAC062,LB:96,H4476-01
PT 62 · S3 · Q18,PT 62,3,S3,18,Q18,LSAC062,LB:96,K00A-118
PT 62 · S3 · Q19,PT 62,3,S3,19,Q19,LSAC062,LB:96,18695-04
PT 62 · S3 · Q20,PT 62,3,S3,20,Q20,LSAC062,LB:96,15559-10
PT 62 · S3 · Q21,PT 62,3,S3,21,Q21,LSAC062,LB:96,19644-09
PT 62 · S3 · Q22,PT 62,3,S3,22,Q22,LSAC062,LB:96,09954-08
PT 62 · S3 · Q23,PT 62,3,S3,23,Q23,LSAC062,LB:96,12993-03
PT 62 · S3 · Q24,PT 62,3,S3,24,Q24,LSAC062,LB:96,LP108-01
PT 62 · S3 · Q25,PT 62,3,S3,25,Q25,LSAC062,LB:96,LP144-01
PT 62 · S3 · Q26,PT 62,3,S3,26,Q26,LSAC062,LB:96,LM069-01
PT 62 · S4 (RC) · Q1,PT 62,4,S4,1,Q1,LSAC062,RC:85,19613-01
PT 62 · S4 (RC) · Q2,PT 62,4,S4,2,Q2,LSAC062,RC:85,19613-02
PT 62 · S4 (RC) · Q3,PT 62,4,S4,3,Q3,LSAC062,RC:85,19613-04
PT 62 · S4 (RC) · Q4,PT 62,4,S4,4,Q4,LSAC062,RC:85,19613-08
PT 62 · S4 (RC) · Q5,PT 62,4,S4,5,Q5,LSAC062,RC:85,19613-05
PT 62 · S4 (RC) · Q6,PT 62,4,S4,6,Q6,LSAC062,RC:85,19613-09
PT 62 · S4 (RC) · Q7,PT 62,4,S4,7,Q7,LSAC062,RC:85,19613-03
PT 62 · S4 (RC) · Q8,PT 62,4,S4,8,Q8,LSAC062,RC:85,19613-10
PT 62 · S4 (RC) · Q9,PT 62,4,S4,9,Q9,LSAC062,RC:85,13205-11
PT 62 · S4 (RC) · Q10,PT 62,4,S4,10,Q10,LSAC062,RC:85,13205-07
PT 62 · S4 (RC) · Q11,PT 62,4,S4,11,Q11,LSAC062,RC:85,13205-02
PT 62 · S4 (RC) · Q12,PT 62,4,S4,12,Q12,LSAC062,RC:85,13205-04
PT 62 · S4 (RC) · Q13,PT 62,4,S4,13,Q13,LSAC062,RC:85,13205-10
PT 62 · S4 (RC) · Q14,PT 62,4,S4,14,Q14,LSAC062,RC:85,13205-06
PT 62 · S4 (RC) · Q15,PT 62,4,S4,15,Q15,LSAC062,RC:85,RO006-14
PT 62 · S4 (RC) · Q16,PT 62,4,S4,16,Q16,LSAC062,RC:85,RO006-04
PT 62 · S4 (RC) · Q17,PT 62,4,S4,17,Q17,LSAC062,RC:85,RO006-10
PT 62 · S4 (RC) · Q18,PT 62,4,S4,18,Q18,LSAC062,RC:85,RO006-05
PT 62 · S4 (RC) · Q19,PT 62,4,S4,19,Q19,LSAC062,RC:85,RO006-01
PT 62 · S4 (RC) · Q20,PT 62,4,S4,20,Q20,LSAC062,RC:85,RO006-06
PT 62 · S4 (RC) · Q21,PT 62,4,S4,21,Q21,LSAC062,RC:85,RO006-13
PT 62 · S4 (RC) · Q22,PT 62,4,S4,22,Q22,LSAC062,RC:85,13546-03
PT 62 · S4 (RC) · Q23,PT 62,4,S4,23,Q23,LSAC062,RC:85,13546-09
PT 62 · S4 (RC) · Q24,PT 62,4,S4,24,Q24,LSAC062,RC:85,F026A-13
PT 62 · S4 (RC) · Q25,PT 62,4,S4,25,Q25,LSAC062,RC:85,13546-12
PT 62 · S4 (RC) · Q26,PT 62,4,S4,26,Q26,LSAC062,RC:85,13546-05
PT 62 · S4 (RC) · Q27,PT 62,4,S4,27,Q27,LSAC062,RC:85,F026A-14
PT 63 · S1 · Q1,PT 63,1,S1,1,Q1,LSAC063,AR:93,AM017-01
PT 63 · S1 · Q2,PT 63,1,S1,2,Q2,LSAC063,AR:93,AM017-15
PT 63 · S1 · Q3,PT 63,1,S1,3,Q3,LSAC063,AR:93,AM017-03
PT 63 · S1 · Q4,PT 63,1,S1,4,Q4,LSAC063,AR:93,AM017-09
PT 63 · S1 · Q5,PT 63,1,S1,5,Q5,LSAC063,AR:93,AM017-12
PT 63 · S1 · Q6,PT 63,1,S1,6,Q6,LSAC063,AR:93,19371-01
PT 63 · S1 · Q7,PT 63,1,S1,7,Q7,LSAC063,AR:93,19371-07
PT 63 · S1 · Q8,PT 63,1,S1,8,Q8,LSAC063,AR:93,19371-09
PT 63 · S1 · Q9,PT 63,1,S1,9,Q9,LSAC063,AR:93,19371-10
PT 63 · S1 · Q10,PT 63,1,S1,10,Q10,LSAC063,AR:93,19371-08
PT 63 · S1 · Q11,PT 63,1,S1,11,Q11,LSAC063,AR:93,16522-01
PT 63 · S1 · Q12,PT 63,1,S1,12,Q12,LSAC063,AR:93,16522-04
PT 63 · S1 · Q13,PT 63,1,S1,13,Q13,LSAC063,AR:93,16522-10
PT 63 · S1 · Q14,PT 63,1,S1,14,Q14,LSAC063,AR:93,16522-12
PT 63 · S1 · Q15,PT 63,1,S1,15,Q15,LSAC063,AR:93,16522-08
PT 63 · S1 · Q16,PT 63,1,S1,16,Q16,LSAC063,AR:93,16522-11
PT 63 · S1 · Q17,PT 63,1,S1,17,Q17,LSAC063,AR:93,16522-07
PT 63 · S1 · Q18,PT 63,1,S1,18,Q18,LSAC063,AR:93,19341-07
PT 63 · S1 · Q19,PT 63,1,S1,19,Q19,LSAC063,AR:93,19341-09
PT 63 · S1 · Q20,PT 63,1,S1,20,Q20,LSAC063,AR:93,19341-05
PT 63 · S1 · Q21,PT 63,1,S1,21,Q21,LSAC063,AR:93,19341-06
PT 63 · S1 · Q22,PT 63,1,S1,22,Q22,LSAC063,AR:93,19341-08
PT 63 · S1 · Q23,PT 63,1,S1,23,Q23,LSAC063,AR:93,19341-12
PT 63 · S2 · Q1,PT 63,2,S2,1,Q1,LSAC063,LA:103,19438-12
PT 63 · S2 · Q2,PT 63,2,S2,2,Q2,LSAC063,LA:103,XG002431
PT 63 · S2 · Q3,PT 63,2,S2,3,Q3,LSAC063,LA:103,H6663-01
PT 63 · S2 · Q4,PT 63,2,S2,4,Q4,LSAC063,LA:103,H0689-01
PT 63 · S2 · Q5,PT 63,2,S2,5,Q5,LSAC063,LA:103,B7522-01
PT 63 · S2 · Q6,PT 63,2,S2,6,Q6,LSAC063,LA:103,J00A-111
PT 63 · S2 · Q7,PT 63,2,S2,7,Q7,LSAC063,LA:103,14360-08
PT 63 · S2 · Q8,PT 63,2,S2,8,Q8,LSAC063,LA:103,12635-01
PT 63 · S2 · Q9,PT 63,2,S2,9,Q9,LSAC063,LA:103,20063-06
PT 63 · S2 · Q10,PT 63,2,S2,10,Q10,LSAC063,LA:103,B9567-01
PT 63 · S2 · Q11,PT 63,2,S2,11,Q11,LSAC063,LA:103,LN227-01
PT 63 · S2 · Q12,PT 63,2,S2,12,Q12,LSAC063,LA:103,19689-03
PT 63 · S2 · Q13,PT 63,2,S2,13,Q13,LSAC063,LA:103,LM056-01
PT 63 · S2 · Q14,PT 63,2,S2,14,Q14,LSAC063,LA:103,14192-10
PT 63 · S2 · Q15,PT 63,2,S2,15,Q15,LSAC063,LA:103,19645-08
PT 63 · S2 · Q16,PT 63,2,S2,16,Q16,LSAC063,LA:103,CD002790
PT 63 · S2 · Q17,PT 63,2,S2,17,Q17,LSAC063,LA:103,LN163-01
PT 63 · S2 · Q18,PT 63,2,S2,18,Q18,LSAC063,LA:103,LN111-01
PT 63 · S2 · Q19,PT 63,2,S2,19,Q19,LSAC063,LA:103,15560-06
PT 63 · S2 · Q20,PT 63,2,S2,20,Q20,LSAC063,LA:103,15905-04
PT 63 · S2 · Q21,PT 63,2,S2,21,Q21,LSAC063,LA:103,18160-06
PT 63 · S2 · Q22,PT 63,2,S2,22,Q22,LSAC063,LA:103,19438-04
PT 63 · S2 · Q23,PT 63,2,S2,23,Q23,LSAC063,LA:103,14987-05
PT 63 · S2 · Q24,PT 63,2,S2,24,Q24,LSAC063,LA:103,13993-06
PT 63 · S2 · Q25,PT 63,2,S2,25,Q25,LSAC063,LA:103,18312-07
PT 63 · S3 · Q1,PT 63,3,S3,1,Q1,LSAC063,LB:93,16342-06
PT 63 · S3 · Q2,PT 63,3,S3,2,Q2,LSAC063,LB:93,LM152-01
PT 63 · S3 · Q3,PT 63,3,S3,3,Q3,LSAC063,LB:93,LL188-01
PT 63 · S3 · Q4,PT 63,3,S3,4,Q4,LSAC063,LB:93,H2583-01
PT 63 · S3 · Q5,PT 63,3,S3,5,Q5,LSAC063,LB:93,WA000779
PT 63 · S3 · Q6,PT 63,3,S3,6,Q6,LSAC063,LB:93,A9341-01
PT 63 · S3 · Q7,PT 63,3,S3,7,Q7,LSAC063,LB:93,19105-03
PT 63 · S3 · Q8,PT 63,3,S3,8,Q8,LSAC063,LB:93,20234-10
PT 63 · S3 · Q9,PT 63,3,S3,9,Q9,LSAC063,LB:93,17047-10
PT 63 · S3 · Q10,PT 63,3,S3,10,Q10,LSAC063,LB:93,A504C-01
PT 63 · S3 · Q11,PT 63,3,S3,11,Q11,LSAC063,LB:93,17138-01
PT 63 · S3 · Q12,PT 63,3,S3,12,Q12,LSAC063,LB:93,LP058-01
PT 63 · S3 · Q13,PT 63,3,S3,13,Q13,LSAC063,LB:93,LL193-01
PT 63 · S3 · Q14,PT 63,3,S3,14,Q14,LSAC063,LB:93,15975-03
PT 63 · S3 · Q15,PT 63,3,S3,15,Q15,LSAC063,LB:93,B4347-01
PT 63 · S3 · Q16,PT 63,3,S3,16,Q16,LSAC063,LB:93,16723-07
PT 63 · S3 · Q17,PT 63,3,S3,17,Q17,LSAC063,LB:93,12445-04
PT 63 · S3 · Q18,PT 63,3,S3,18,Q18,LSAC063,LB:93,15327-03
PT 63 · S3 · Q19,PT 63,3,S3,19,Q19,LSAC063,LB:93,C506C-01
PT 63 · S3 · Q20,PT 63,3,S3,20,Q20,LSAC063,LB:93,A4334-01
PT 63 · S3 · Q21,PT 63,3,S3,21,Q21,LSAC063,LB:93,19569-09
PT 63 · S3 · Q22,PT 63,3,S3,22,Q22,LSAC063,LB:93,H00A-631
PT 63 · S3 · Q23,PT 63,3,S3,23,Q23,LSAC063,LB:93,18986-08
PT 63 · S3 · Q24,PT 63,3,S3,24,Q24,LSAC063,LB:93,16833-05
PT 63 · S3 · Q25,PT 63,3,S3,25,Q25,LSAC063,LB:93,12522-02
PT 63 · S3 · Q26,PT 63,3,S3,26,Q26,LSAC063,LB:93,LM155-01
PT 63 · S4 (RC) · Q1,PT 63,4,S4,1,Q1,LSAC063,RC:93,26033-01
PT 63 · S4 (RC) · Q2,PT 63,4,S4,2,Q2,LSAC063,RC:93,26033-04
PT 63 · S4 (RC) · Q3,PT 63,4,S4,3,Q3,LSAC063,RC:93,26033-02
PT 63 · S4 (RC) · Q4,PT 63,4,S4,4,Q4,LSAC063,RC:93,26033-06
PT 63 · S4 (RC) · Q5,PT 63,4,S4,5,Q5,LSAC063,RC:93,26033-07
PT 63 · S4 (RC) · Q6,PT 63,4,S4,6,Q6,LSAC063,RC:93,26033-05
PT 63 · S4 (RC) · Q7,PT 63,4,S4,7,Q7,LSAC063,RC:93,26033-10
PT 63 · S4 (RC) · Q8,PT 63,4,S4,8,Q8,LSAC063,RC:93,08826-01
PT 63 · S4 (RC) · Q9,PT 63,4,S4,9,Q9,LSAC063,RC:93,08826-07
PT 63 · S4 (RC) · Q10,PT 63,4,S4,10,Q10,LSAC063,RC:93,08826-03
PT 63 · S4 (RC) · Q11,PT 63,4,S4,11,Q11,LSAC063,RC:93,08826-05
PT 63 · S4 (RC) · Q12,PT 63,4,S4,12,Q12,LSAC063,RC:93,08826-06
PT 63 · S4 (RC) · Q13,PT 63,4,S4,13,Q13,LSAC063,RC:93,08826-09
PT 63 · S4 (RC) · Q14,PT 63,4,S4,14,Q14,LSAC063,RC:93,08826-12
PT 63 · S4 (RC) · Q15,PT 63,4,S4,15,Q15,LSAC063,RC:93,08826-10
PT 63 · S4 (RC) · Q16,PT 63,4,S4,16,Q16,LSAC063,RC:93,23293-01
PT 63 · S4 (RC) · Q17,PT 63,4,S4,17,Q17,LSAC063,RC:93,23293-04
PT 63 · S4 (RC) · Q18,PT 63,4,S4,18,Q18,LSAC063,RC:93,23293-03
PT 63 · S4 (RC) · Q19,PT 63,4,S4,19,Q19,LSAC063,RC:93,23293-10
PT 63 · S4 (RC) · Q20,PT 63,4,S4,20,Q20,LSAC063,RC:93,23293-12
PT 63 · S4 (RC) · Q21,PT 63,4,S4,21,Q21,LSAC063,RC:93,23293-07
PT 63 · S4 (RC) · Q22,PT 63,4,S4,22,Q22,LSAC063,RC:93,RP013-12
PT 63 · S4 (RC) · Q23,PT 63,4,S4,23,Q23,LSAC063,RC:93,RP013-08
PT 63 · S4 (RC) · Q24,PT 63,4,S4,24,Q24,LSAC063,RC:93,RP013-01
PT 63 · S4 (RC) · Q25,PT 63,4,S4,25,Q25,LSAC063,RC:93,RP013-05
PT 63 · S4 (RC) · Q26,PT 63,4,S4,26,Q26,LSAC063,RC:93,RP013-06
PT 63 · S4 (RC) · Q27,PT 63,4,S4,27,Q27,LSAC063,RC:93,RP013-04
PT 64 · S1 · Q1,PT 64,1,S1,1,Q1,LSAC064,AR:92,16690-01
PT 64 · S1 · Q2,PT 64,1,S1,2,Q2,LSAC064,AR:92,16690-09
PT 64 · S1 · Q3,PT 64,1,S1,3,Q3,LSAC064,AR:92,16690-12
PT 64 · S1 · Q4,PT 64,1,S1,4,Q4,LSAC064,AR:92,16690-03
PT 64 · S1 · Q5,PT 64,1,S1,5,Q5,LSAC064,AR:92,16690-11
PT 64 · S1 · Q6,PT 64,1,S1,6,Q6,LSAC064,AR:92,16690-10
PT 64 · S1 · Q7,PT 64,1,S1,7,Q7,LSAC064,AR:92,AP009-01
PT 64 · S1 · Q8,PT 64,1,S1,8,Q8,LSAC064,AR:92,AP009-05
PT 64 · S1 · Q9,PT 64,1,S1,9,Q9,LSAC064,AR:92,AP009-07
PT 64 · S1 · Q10,PT 64,1,S1,10,Q10,LSAC064,AR:92,AP009-06
PT 64 · S1 · Q11,PT 64,1,S1,11,Q11,LSAC064,AR:92,AP009-02
PT 64 · S1 · Q12,PT 64,1,S1,12,Q12,LSAC064,AR:92,AP009-09
PT 64 · S1 · Q13,PT 64,1,S1,13,Q13,LSAC064,AR:92,AL043-01
PT 64 · S1 · Q14,PT 64,1,S1,14,Q14,LSAC064,AR:92,AL043-07
PT 64 · S1 · Q15,PT 64,1,S1,15,Q15,LSAC064,AR:92,AL043-03
PT 64 · S1 · Q16,PT 64,1,S1,16,Q16,LSAC064,AR:92,AL043-04
PT 64 · S1 · Q17,PT 64,1,S1,17,Q17,LSAC064,AR:92,AL043-06
PT 64 · S1 · Q18,PT 64,1,S1,18,Q18,LSAC064,AR:92,AL043-05
PT 64 · S1 · Q19,PT 64,1,S1,19,Q19,LSAC064,AR:92,13017-02
PT 64 · S1 · Q20,PT 64,1,S1,20,Q20,LSAC064,AR:92,13017-12
PT 64 · S1 · Q21,PT 64,1,S1,21,Q21,LSAC064,AR:92,13017-06
PT 64 · S1 · Q22,PT 64,1,S1,22,Q22,LSAC064,AR:92,13017-09
PT 64 · S1 · Q23,PT 64,1,S1,23,Q23,LSAC064,AR:92,13017-10
PT 64 · S2 · Q1,PT 64,2,S2,1,Q1,LSAC064,LA:92,J00A-127
PT 64 · S2 · Q2,PT 64,2,S2,2,Q2,LSAC064,LA:92,LM054-01
PT 64 · S2 · Q3,PT 64,2,S2,3,Q3,LSAC064,LA:92,13902-04
PT 64 · S2 · Q4,PT 64,2,S2,4,Q4,LSAC064,LA:92,E7751-01
PT 64 · S2 · Q5,PT 64,2,S2,5,Q5,LSAC064,LA:92,16477-06
PT 64 · S2 · Q6,PT 64,2,S2,6,Q6,LSAC064,LA:92,12978-07
PT 64 · S2 · Q7,PT 64,2,S2,7,Q7,LSAC064,LA:92,19507-05
PT 64 · S2 · Q8,PT 64,2,S2,8,Q8,LSAC064,LA:92,LM067-01
PT 64 · S2 · Q9,PT 64,2,S2,9,Q9,LSAC064,LA:92,XG002269
PT 64 · S2 · Q10,PT 64,2,S2,10,Q10,LSAC064,LA:92,11604-09
PT 64 · S2 · Q11,PT 64,2,S2,11,Q11,LSAC064,LA:92,14987-08
PT 64 · S2 · Q12,PT 64,2,S2,12,Q12,LSAC064,LA:92,E3023-01
PT 64 · S2 · Q13,PT 64,2,S2,13,Q13,LSAC064,LA:92,19431-06
PT 64 · S2 · Q14,PT 64,2,S2,14,Q14,LSAC064,LA:92,12021-06
PT 64 · S2 · Q15,PT 64,2,S2,15,Q15,LSAC064,LA:92,B4338-01
PT 64 · S2 · Q16,PT 64,2,S2,16,Q16,LSAC064,LA:92,A5045-01
PT 64 · S2 · Q17,PT 64,2,S2,17,Q17,LSAC064,LA:92,20236-08
PT 64 · S2 · Q18,PT 64,2,S2,18,Q18,LSAC064,LA:92,18692-04
PT 64 · S2 · Q19,PT 64,2,S2,19,Q19,LSAC064,LA:92,10285-06
PT 64 · S2 · Q20,PT 64,2,S2,20,Q20,LSAC064,LA:92,16342-05
PT 64 · S2 · Q21,PT 64,2,S2,21,Q21,LSAC064,LA:92,14383-05
PT 64 · S2 · Q22,PT 64,2,S2,22,Q22,LSAC064,LA:92,18836-04
PT 64 · S2 · Q23,PT 64,2,S2,23,Q23,LSAC064,LA:92,18352-05
PT 64 · S2 · Q24,PT 64,2,S2,24,Q24,LSAC064,LA:92,C272A-01
PT 64 · S2 · Q25,PT 64,2,S2,25,Q25,LSAC064,LA:92,18694-09
PT 64 · S3 · Q1,PT 64,3,S3,1,Q1,LSAC064,LB:92,LM146-01
PT 64 · S3 · Q2,PT 64,3,S3,2,Q2,LSAC064,LB:92,LM049-01
PT 64 · S3 · Q3,PT 64,3,S3,3,Q3,LSAC064,LB:92,LL189-01
PT 64 · S3 · Q4,PT 64,3,S3,4,Q4,LSAC064,LB:92,LP042-01
PT 64 · S3 · Q5,PT 64,3,S3,5,Q5,LSAC064,LB:92,B4974-01
PT 64 · S3 · Q6,PT 64,3,S3,6,Q6,LSAC064,LB:92,12690-08
PT 64 · S3 · Q7,PT 64,3,S3,7,Q7,LSAC064,LB:92,B7451-01
PT 64 · S3 · Q8,PT 64,3,S3,8,Q8,LSAC064,LB:92,A2328-01
PT 64 · S3 · Q9,PT 64,3,S3,9,Q9,LSAC064,LB:92,I00-223A
PT 64 · S3 · Q10,PT 64,3,S3,10,Q10,LSAC064,LB:92,09449-03
PT 64 · S3 · Q11,PT 64,3,S3,11,Q11,LSAC064,LB:92,G0904-01
PT 64 · S3 · Q12,PT 64,3,S3,12,Q12,LSAC064,LB:92,19056-06
PT 64 · S3 · Q13,PT 64,3,S3,13,Q13,LSAC064,LB:92,12651-10
PT 64 · S3 · Q14,PT 64,3,S3,14,Q14,LSAC064,LB:92,19966-06
PT 64 · S3 · Q15,PT 64,3,S3,15,Q15,LSAC064,LB:92,H0688-01
PT 64 · S3 · Q16,PT 64,3,S3,16,Q16,LSAC064,LB:92,D774A-01
PT 64 · S3 · Q17,PT 64,3,S3,17,Q17,LSAC064,LB:92,13991-07
PT 64 · S3 · Q18,PT 64,3,S3,18,Q18,LSAC064,LB:92,14961-04
PT 64 · S3 · Q19,PT 64,3,S3,19,Q19,LSAC064,LB:92,LM051-01
PT 64 · S3 · Q20,PT 64,3,S3,20,Q20,LSAC064,LB:92,19502-04
PT 64 · S3 · Q21,PT 64,3,S3,21,Q21,LSAC064,LB:92,13909-06
PT 64 · S3 · Q22,PT 64,3,S3,22,Q22,LSAC064,LB:92,16861-06
PT 64 · S3 · Q23,PT 64,3,S3,23,Q23,LSAC064,LB:92,19922-06
PT 64 · S3 · Q24,PT 64,3,S3,24,Q24,LSAC064,LB:92,12352-01
PT 64 · S3 · Q25,PT 64,3,S3,25,Q25,LSAC064,LB:92,14166-05
PT 64 · S3 · Q26,PT 64,3,S3,26,Q26,LSAC064,LB:92,18157-06
PT 64 · S4 (RC) · Q1,PT 64,4,S4,1,Q1,LSAC064,RC:92,13597-01
PT 64 · S4 (RC) · Q2,PT 64,4,S4,2,Q2,LSAC064,RC:92,E032B-13
PT 64 · S4 (RC) · Q3,PT 64,4,S4,3,Q3,LSAC064,RC:92,E032B-15
PT 64 · S4 (RC) · Q4,PT 64,4,S4,4,Q4,LSAC064,RC:92,13597-11
PT 64 · S4 (RC) · Q5,PT 64,4,S4,5,Q5,LSAC064,RC:92,13597-06
PT 64 · S4 (RC) · Q6,PT 64,4,S4,6,Q6,LSAC064,RC:92,13597-07
PT 64 · S4 (RC) · Q7,PT 64,4,S4,7,Q7,LSAC064,RC:92,17728-01
PT 64 · S4 (RC) · Q8,PT 64,4,S4,8,Q8,LSAC064,RC:92,17728-04
PT 64 · S4 (RC) · Q9,PT 64,4,S4,9,Q9,LSAC064,RC:92,17728-02
PT 64 · S4 (RC) · Q10,PT 64,4,S4,10,Q10,LSAC064,RC:92,17728-07
PT 64 · S4 (RC) · Q11,PT 64,4,S4,11,Q11,LSAC064,RC:92,17728-06
